fecha,valor,max_abs,min_abs,direccion,completo_mediciones,completo_umbral
2020/05/28,1.008696,1.900000,0.200000,135.115051,99.0,100.0
2020/05/29,0.629412,1.300000,0.100000,125.986209,99.0,100.0
2020/05/30,0.308333,0.500000,0.100000,220.784333,99.7,100.0
2020/05/31,1.530435,2.300000,0.300000,319.099721,99.0,100.0
2020/06/01,0.000000,,,,97.6,100.0
2020/06/02,1.700000,2.500000,0.500000,211.662339,98.3,100.0
2020/06/03,0.500000,1.100000,0.200000,225.487511,100.0,100.0
2020/06/04,1.135000,2.000000,0.600000,194.243982,100.0,100.0
2020/06/05,2.120000,4.100000,0.500000,207.577928,99.7,100.0
2020/06/06,2.609677,4.500000,0.200000,85.513752,100.0,100.0
2020/06/07,1.481818,3.300000,0.500000,133.505451,99.7,100.0
2020/06/08,0.970588,2.600000,0.400000,133.280917,99.3,100.0
2020/06/09,0.990000,2.400000,0.100000,131.017691,99.7,100.0
2020/06/10,1.463636,2.900000,0.100000,1.430097,99.0,100.0
2020/06/11,1.759155,3.700000,0.100000,87.438777,99.7,100.0
2020/06/12,0.836170,2.100000,0.300000,127.887467,99.3,100.0
2020/06/13,0.972727,2.000000,0.300000,125.515671,99.7,100.0
2020/06/14,1.566667,4.400000,0.200000,135.856835,100.0,100.0
2020/06/15,2.366667,3.600000,0.100000,12.000000,99.3,100.0
2020/06/16,0.967611,2.400000,0.100000,124.412185,99.3,100.0
2020/06/17,2.265556,3.062000,0.070000,316.565425,95.8,95.8
2020/06/18,0.923077,2.000000,0.100000,184.017919,98.6,100.0
2020/06/19,0.805128,2.300000,0.100000,189.419933,99.3,100.0
2020/06/20,2.684722,5.400000,0.400000,87.637285,98.6,100.0
2020/06/21,0.675000,1.100000,0.000000,315.918916,99.7,100.0
2020/06/22,0.400000,0.400000,0.400000,249.000000,95.8,100.0
2020/06/23,1.962821,3.000000,0.200000,211.452542,100.0,100.0
2020/06/24,0.988889,2.100000,0.400000,355.087748,97.6,100.0
2020/06/25,0.650000,0.900000,0.400000,275.000000,100.0,100.0
2020/06/26,0.000000,,,,98.6,100.0
2020/06/27,0.564516,1.800000,0.000000,138.846455,99.3,100.0
