fecha,valor,max_abs,min_abs,direccion,completo_mediciones,completo_umbral
2020/03/12,0.280000,0.600000,0.000000,357.641617,100.0,100.0
2020/03/13,0.375000,0.800000,0.200000,220.507993,100.0,100.0
2020/03/14,0.675000,1.800000,0.200000,174.829217,100.0,100.0
2020/03/15,0.185714,0.400000,0.000000,50.273817,100.0,100.0
2020/03/16,0.660000,1.500000,0.000000,100.049678,100.0,100.0
2020/03/17,0.133333,0.200000,0.100000,213.623431,100.0,100.0
2020/03/18,0.878571,1.300000,0.300000,103.611594,100.0,100.0
2020/03/19,1.488235,2.900000,0.200000,128.114513,100.0,100.0
2020/03/20,0.685714,1.400000,0.100000,178.075248,100.0,100.0
2020/03/21,1.437705,3.900000,0.300000,128.548394,100.0,100.0
2020/03/22,1.937662,3.800000,0.300000,129.676953,100.0,100.0
2020/03/23,0.975000,1.700000,0.400000,173.685242,100.0,100.0
2020/03/24,0.200000,0.500000,0.000000,44.722511,100.0,100.0
2020/03/25,0.300000,0.600000,0.000000,356.650905,100.0,100.0
2020/03/26,0.333333,0.500000,0.200000,46.339753,100.0,100.0
2020/03/27,0.768182,1.700000,0.000000,102.816755,100.0,100.0
2020/03/28,0.614286,1.100000,0.200000,169.889018,99.7,100.0
2020/03/29,0.936538,2.100000,0.100000,127.911867,100.0,100.0
2020/03/30,0.183333,0.400000,0.000000,181.991878,100.0,100.0
2020/03/31,0.438889,1.100000,0.100000,92.202085,100.0,100.0
2020/04/01,0.150000,0.300000,0.100000,220.995399,100.0,100.0
2020/04/02,0.175000,0.300000,0.200000,357.389284,99.7,100.0
2020/04/03,1.527273,3.300000,0.200000,315.792133,100.0,100.0
2020/04/04,0.933333,2.100000,0.100000,101.500627,100.0,100.0
2020/04/05,1.123226,2.500000,0.200000,314.897226,100.0,100.0
2020/04/06,1.276364,2.800000,0.200000,316.001293,100.0,100.0
2020/04/07,1.168421,3.800000,0.200000,134.603839,100.0,100.0
2020/04/08,0.643750,1.000000,0.300000,280.757688,100.0,100.0
2020/04/09,1.290217,2.100000,0.200000,127.097428,100.0,100.0
2020/04/10,1.305882,2.800000,0.200000,314.077073,100.0,100.0
2020/04/11,0.225000,0.300000,0.100000,43.976854,100.0,100.0
2020/04/12,0.360000,0.600000,0.100000,280.510514,100.0,100.0
2020/04/13,0.237500,0.500000,0.100000,278.251418,100.0,100.0
2020/04/14,0.900000,2.200000,0.300000,107.052012,99.3,100.0
2020/04/15,0.963303,2.700000,0.000000,318.044364,100.0,100.0
2020/04/16,0.157143,0.300000,0.000000,350.240506,100.0,100.0
2020/04/17,0.384615,0.800000,0.100000,276.810224,100.0,100.0
2020/04/18,0.992265,3.800000,0.100000,315.539261,99.7,100.0
2020/04/19,1.239572,3.600000,0.100000,315.776455,100.0,100.0
2020/04/20,1.214286,2.400000,0.400000,168.102594,100.0,100.0
2020/04/21,0.366667,0.500000,0.200000,232.088643,100.0,100.0
2020/04/22,0.600000,1.900000,0.000000,168.291517,100.0,100.0
2020/04/23,0.322222,0.600000,0.100000,276.070881,100.0,100.0
2020/04/24,0.383333,0.800000,0.100000,353.180264,100.0,100.0
2020/04/25,0.700000,1.000000,0.400000,166.500000,100.0,100.0
2020/04/26,0.408333,0.700000,0.200000,351.198212,100.0,100.0
2020/04/27,0.968293,1.600000,0.200000,126.964274,100.0,100.0
2020/04/28,0.575000,1.100000,0.300000,174.840172,100.0,100.0
